Activity ID,Type,Status,Progress,Created At,Media Title,Episode Length,Popularity,Average Score
786180712,ANIME_LIST,watched episode,11,1726076286,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
785986830,ANIME_LIST,watched episode,8 - 9,1726034238,Shoushimin Series,23,30867,71
785754554,ANIME_LIST,watched episode,10,1725988736,Giji Harem,24,39836,72
785578728,ANIME_LIST,watched episode,3,1725949419,[Oshi no Ko] 2nd Season,24,93911,84
785337410,ANIME_LIST,watched episode,9,1725904666,Make Heroine ga Oosugiru!,24,48553,81
785146712,ANIME_LIST,watched episode,2,1725865988,[Oshi no Ko] 2nd Season,24,93911,84
785015003,ANIME_LIST,watched episode,8,1725840664,Non Non Biyori,24,101430,78
784366832,ANIME_LIST,watched episode,1,1725730613,Shinchou Yuusha: Kono Yuusha ga Ore TUEEE Kuse ni Shinchou Sugiru,24,150207,73
784001260,MANGA_LIST,completed,,1725656196,Hotel,,6731,70
784000781,MANGA_LIST,read chapter,2 - 4,1725656100,Hotel,,6731,70
783982885,ANIME_LIST,watched episode,10,1725652909,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
783944828,ANIME_LIST,watched episode,6 - 7,1725646168,Shoushimin Series,23,30867,71
783762199,ANIME_LIST,watched episode,1,1725606766,[Oshi no Ko] 2nd Season,24,93911,84
783747877,ANIME_LIST,watched episode,2,1725603430,ID: INVADED,25,100513,77
783747869,ANIME_LIST,watched episode,2,1725603429,Asobi Asobase,24,118649,79
783555211,ANIME_LIST,watched episode,7,1725565970,Non Non Biyori,24,101430,78
783325333,ANIME_LIST,watched episode,7 - 8,1725520108,Monogatari Series: Off & Monster Season,,23923,89
783251814,ANIME_LIST,watched episode,6,1725504175,Non Non Biyori,24,101430,78
783115969,ANIME_LIST,watched episode,5 - 8,1725479724,Make Heroine ga Oosugiru!,24,48553,81
782885929,ANIME_LIST,watched episode,5 - 6,1725434523,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,26,270701,82
782758811,ANIME_LIST,watched episode,4,1725408153,Make Heroine ga Oosugiru!,24,48553,81
782723126,MANGA_LIST,read chapter,1,1725401375,Hotel,,6731,70
782673793,ANIME_LIST,watched episode,9,1725393335,Giji Harem,24,39836,72
782438449,ANIME_LIST,watched episode,5,1725347053,Non Non Biyori,24,101430,78
782432123,ANIME_LIST,watched episode,5,1725345611,Shoushimin Series,23,30867,71
781665736,MANGA_LIST,read chapter,8,1725210255,Unnamed Memory,,3215,71
781658674,MANGA_LIST,read chapter,39,1725209234,Giji Harem,,21009,77
781462770,MANGA_LIST,read chapter,24,1725174596,"Kanojo ni Uwaki Sareteita Ore ga, Koakuma na Kouhai ni Idakareteimasu",,2629,66
781459552,ANIME_LIST,watched episode,3,1725173942,Make Heroine ga Oosugiru!,24,48553,81
781459538,ANIME_LIST,watched episode,4,1725173940,Shoushimin Series,23,30867,71
781197457,MANGA_LIST,read chapter,23,1725126558,"Kanojo ni Uwaki Sareteita Ore ga, Koakuma na Kouhai ni Idakareteimasu",,2629,66
780992870,ANIME_LIST,watched episode,4,1725087286,Non Non Biyori,24,101430,78
780512770,ANIME_LIST,watched episode,1,1724991853,Asobi Asobase,24,118649,79
780512767,ANIME_LIST,watched episode,1,1724991852,ID: INVADED,25,100513,77
780392220,MANGA_LIST,read chapter,7,1724968808,Unnamed Memory,,3215,71
780344257,ANIME_LIST,watched episode,8,1724961533,Giji Harem,24,39836,72
780096951,ANIME_LIST,completed,,1724914992,Tokubetsu-hen Hibike! Euphonium: Ensemble Contest,58,12908,79
780074310,ANIME_LIST,watched episode,3 - 4,1724909928,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,26,270701,82
779873316,ANIME_LIST,watched episode,9,1724875038,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
779615245,ANIME_LIST,rewatched,1,1724828214,Hibike! Euphonium: Chikai no Finale,100,27594,77
779568346,ANIME_LIST,watched episode,3,1724818824,Shoushimin Series,23,30867,71
779460169,ANIME_LIST,watched episode,7,1724800999,Giji Harem,24,39836,72
779374285,ANIME_LIST,watched episode,8,1724788600,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
779094276,ANIME_LIST,watched episode,2,1724741484,Shoushimin Series,23,30867,71
778838454,ANIME_LIST,watched episode,7,1724697232,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
778800645,ANIME_LIST,watched episode,1,1724690890,Shoushimin Series,23,30867,71
778613579,ANIME_LIST,completed,,1724652854,Monogatari Series: Off & Monster Season - Zankoku Douwa: Utsukushi-hime,13,4804,78
778603440,ANIME_LIST,watched episode,5 - 6,1724650705,Monogatari Series: Off & Monster Season,,23923,89
778532249,ANIME_LIST,watched episode,33,1724636708,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
778062863,ANIME_LIST,watched episode,32,1724554396,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
777172990,ANIME_LIST,paused watching,1,1724374016,HELLSING,23,106820,71
777072803,ANIME_LIST,watched episode,6,1724356793,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
776836912,ANIME_LIST,watched episode,6,1724310786,Giji Harem,24,39836,72
776824318,ANIME_LIST,watched episode,4,1724307826,Monogatari Series: Off & Monster Season,,23923,89
776604071,MANGA_LIST,read chapter,6,1724266076,Unnamed Memory,,3215,71
776601403,ANIME_LIST,watched episode,2,1724265636,Make Heroine ga Oosugiru!,24,48553,81
776396310,ANIME_LIST,watched episode,1 - 2,1724223287,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,26,270701,82
776343877,ANIME_LIST,watched episode,3,1724210817,Monogatari Series: Off & Monster Season,,23923,89
776188525,ANIME_LIST,watched episode,5,1724181429,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
776142820,MANGA_LIST,read chapter,89 - 90,1724173910,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
775969022,ANIME_LIST,completed,,1724137577,GIRLS BAND CRY,24,31165,84
775969017,ANIME_LIST,watched episode,12,1724137576,GIRLS BAND CRY,24,31165,84
775688975,MANGA_LIST,read chapter,86 - 88,1724084923,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
775517617,ANIME_LIST,watched episode,1,1724049064,Make Heroine ga Oosugiru!,24,48553,81
775389081,ANIME_LIST,watched episode,29 - 31,1724024184,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
775101493,MANGA_LIST,read chapter,5,1723981474,Unnamed Memory,,3215,71
774652665,MANGA_LIST,read chapter,85,1723899233,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
774544241,ANIME_LIST,watched episode,5,1723874219,Giji Harem,24,39836,72
774426628,ANIME_LIST,watched episode,4,1723848948,Giji Harem,24,39836,72
774410232,MANGA_LIST,read chapter,84,1723846149,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
773986229,ANIME_LIST,watched episode,2,1723759846,ef: a tale of memories.,24,41518,75
773692101,ANIME_LIST,watched episode,4,1723703320,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
773381072,MANGA_LIST,completed,,1723644155,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
773380994,MANGA_LIST,read chapter,32 - 40,1723644138,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
773250672,ANIME_LIST,watched episode,11,1723613281,GIRLS BAND CRY,24,31165,84
772746849,MANGA_LIST,read chapter,31,1723513104,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
772585813,MANGA_LIST,read chapter,27,1723485416,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
771936494,MANGA_LIST,read chapter,4,1723366496,Unnamed Memory,,3215,71
771785929,MANGA_LIST,read chapter,3,1723334782,Unnamed Memory,,3215,71
770997266,MANGA_LIST,read chapter,1 - 2,1723173991,Unnamed Memory,,3215,71
769765825,MANGA_LIST,read chapter,27,1722938186,Subete no Jinrui wo Hakai Suru. Sorera wa Saisei Dekinai.,,7979,76
769641057,MANGA_LIST,read chapter,26,1722909428,Subete no Jinrui wo Hakai Suru. Sorera wa Saisei Dekinai.,,7979,76
768766599,MANGA_LIST,read chapter,26,1722750875,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
768503017,MANGA_LIST,read chapter,21,1722702870,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
768503006,MANGA_LIST,read chapter,24,1722702868,Subete no Jinrui wo Hakai Suru. Sorera wa Saisei Dekinai.,,7979,76
768226654,ANIME_LIST,watched episode,1,1722642936,Tsue to Tsurugi no Wistoria,24,59128,76
767891081,ANIME_LIST,watched episode,9 - 10,1722576562,GIRLS BAND CRY,24,31165,84
767466297,ANIME_LIST,watched episode,3,1722490815,Non Non Biyori,24,101430,78
767466284,ANIME_LIST,watched episode,3,1722490812,Giji Harem,24,39836,72
766974159,ANIME_LIST,watched episode,26 - 28,1722392853,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
766571020,ANIME_LIST,rewatched,1,1722316335,Liz to Aoi Tori,90,56790,83
766529686,ANIME_LIST,watched episode,8,1722308119,GIRLS BAND CRY,24,31165,84
766520011,ANIME_LIST,watched episode,2,1722303833,Monogatari Series: Off & Monster Season,,23923,89
766279910,ANIME_LIST,watched episode,2,1722233248,ATRI: My Dear Moments,24,19339,69
766228057,ANIME_LIST,watched episode,24 - 25,1722219314,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
766140645,ANIME_LIST,watched episode,9,1722203059,Boku no Kokoro no Yabai Yatsu 2nd Season,23,53219,87
765699130,MANGA_LIST,read chapter,5,1722124423,Netoge no Yome ga Ninki Idol Datta: Cool kei no Kanojo wa Genjitsu demo Yome no Tsumori de Iru,,3695,61
765697951,MANGA_LIST,read chapter,3 - 5,1722124211,"Yatara to Sasshi no Ii Ore wa, Dokuzetsu Kuudere Bishoujo no Chiisana Dere mo Minogasazu ni Guigui Iku",,2756,64
765694393,MANGA_LIST,read chapter,21,1722123552,Ryoushin no Shakkin wo Katagawari Shite Morau Jouken wa Nihonichi Kawaii Joshikousei to Issho ni Kurasu Koto deshita.,,4620,67
765690142,MANGA_LIST,read chapter,7 - 8,1722122735,Houkago no Idol ni wa Himitsu ga Aru,,2131,64
765686613,MANGA_LIST,read chapter,22,1722122094,"Kanojo ni Uwaki Sareteita Ore ga, Koakuma na Kouhai ni Idakareteimasu",,2629,66
765300978,ANIME_LIST,dropped,,1722046999,Isekai Suicide Squad,24,47722,64
765300873,ANIME_LIST,watched episode,1 - 2,1722046979,Isekai Suicide Squad,24,47722,64
765072377,MANGA_LIST,completed,,1722005144,"Hodoite, Musunde",,1767,67
764912931,ANIME_LIST,watched episode,7,1721970670,GIRLS BAND CRY,24,31165,84
764849822,ANIME_LIST,watched episode,23,1721957968,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
764447346,ANIME_LIST,rewatched,13,1721882509,Hibike! Euphonium 2,24,63485,83
764447328,ANIME_LIST,rewatched episode,10 - 12,1721882503,Hibike! Euphonium 2,24,63485,83
764425935,ANIME_LIST,watched episode,3,1721878124,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
764359105,ANIME_LIST,watched episode,1,1721865370,ATRI: My Dear Moments,24,19339,69
764001306,ANIME_LIST,watched episode,2,1721798519,Giji Harem,24,39836,72
763976071,ANIME_LIST,completed,,1721793247,Kimetsu no Yaiba: Hashira Geiko-hen,30,141832,81
763965387,ANIME_LIST,watched episode,5 - 7,1721791131,Kimetsu no Yaiba: Hashira Geiko-hen,30,141832,81
763554251,ANIME_LIST,completed,,1721712581,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,24,112346,84
763554249,ANIME_LIST,watched episode,11,1721712581,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,24,112346,84
763489169,ANIME_LIST,watched episode,20 - 22,1721698876,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
763489164,ANIME_LIST,watched episode,21,1721698875,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
763076715,ANIME_LIST,completed,,1721622264,Ajin 2,24,52883,73
763076704,ANIME_LIST,watched episode,8 - 12,1721622263,Ajin 2,24,52883,73
763075669,MANGA_LIST,read chapter,19,1721622054,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
762823633,ANIME_LIST,watched episode,1 - 7,1721582551,Ajin 2,24,52883,73
762570484,ANIME_LIST,completed,,1721537354,Ajin,24,101779,71
762570474,ANIME_LIST,watched episode,6 - 12,1721537353,Ajin,24,101779,71
762407921,ANIME_LIST,watched episode,2 - 5,1721507300,Ajin,24,101779,71
762374898,ANIME_LIST,watched episode,2,1721502064,Tokyo Ghoul,24,576597,75
762298821,ANIME_LIST,watched episode,1,1721490234,GREAT PRETENDER,23,181631,82
762286266,ANIME_LIST,watched episode,1,1721487954,Black Clover,24,433053,78
762134820,ANIME_LIST,watched episode,8 - 10,1721455762,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,24,112346,84
762089426,ANIME_LIST,watched episode,2,1721445759,Shangri-La Frontier,26,89739,80
762087904,MANGA_LIST,read chapter,9 - 17,1721445390,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
761635468,ANIME_LIST,watched episode,17 - 19,1721356406,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
761214936,ANIME_LIST,watched episode,5 - 6,1721279109,GIRLS BAND CRY,24,31165,84
761157078,ANIME_LIST,watched episode,15 - 16,1721267684,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
760735494,ANIME_LIST,watched episode,6 - 7,1721192631,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,24,112346,84
760270186,ANIME_LIST,watched episode,4 - 5,1721108617,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,24,112346,84
759637886,MANGA_LIST,read chapter,6,1720996570,Houkago no Idol ni wa Himitsu ga Aru,,2131,64
759626479,MANGA_LIST,read chapter,15 - 17,1720994910,Ice Cream Kanojo,,2112,66
759213446,ANIME_LIST,watched episode,9 - 14,1720926448,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
759063170,MANGA_LIST,read chapter,14,1720900688,Ice Cream Kanojo,,2112,66
758967835,ANIME_LIST,watched episode,1,1720886205,Monogatari Series: Off & Monster Season,,23923,89
758734234,ANIME_LIST,watched episode,3 - 8,1720840130,JoJo no Kimyou na Bouken: Ougon no Kaze,24,230009,84
758689757,ANIME_LIST,watched episode,1,1720831212,Shikanoko Nokonoko Koshitantan,23,64067,71
758292372,ANIME_LIST,watched episode,1,1720758839,Giji Harem,24,39836,72
758261255,ANIME_LIST,completed,,1720752848,BLUE GIANT,120,14274,82
758219729,ANIME_LIST,completed,,1720744876,Summer Ghost,40,38613,77
758184361,MANGA_LIST,read chapter,12 - 13,1720738683,Ice Cream Kanojo,,2112,66
758088559,MANGA_LIST,read chapter,2,1720724699,"Yatara to Sasshi no Ii Ore wa, Dokuzetsu Kuudere Bishoujo no Chiisana Dere mo Minogasazu ni Guigui Iku",,2756,64
757818193,ANIME_LIST,watched episode,1,1720675207,Code Geass: Dakkan no Rozé,24,24883,66
757803896,ANIME_LIST,watched episode,1 - 2,1720672541,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,25,89519,77
757800122,MANGA_LIST,read chapter,9,1720671630,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,,13828,76
756846384,ANIME_LIST,dropped,,1720501757,Blue Archive The Animation,24,20051,67
756846318,ANIME_LIST,watched episode,1,1720501748,Blue Archive The Animation,24,20051,67
756823943,ANIME_LIST,watched episode,1 - 4,1720497537,Kimetsu no Yaiba: Hashira Geiko-hen,30,141832,81
756330481,ANIME_LIST,watched episode,4,1720414620,GIRLS BAND CRY,24,31165,84
756244355,ANIME_LIST,dropped,1,1720400657,2.5 Jigen no Ririsa,24,29802,68
756244168,ANIME_LIST,watched episode,1,1720400622,Gimai Seikatsu,24,42976,70
756244046,ANIME_LIST,watched episode,7 - 8,1720400599,Boku no Kokoro no Yabai Yatsu 2nd Season,23,53219,87
756123437,MANGA_LIST,read chapter,1 - 8,1720384277,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,,7777,89
756019955,MANGA_LIST,completed,,1720371351,Kubishime Romanticist: Ningen Shikkaku - Zerozaki Hitoshiki,,2554,87
755953170,MANGA_LIST,read chapter,8,1720362667,Kubishime Romanticist: Ningen Shikkaku - Zerozaki Hitoshiki,,2554,87
755705122,MANGA_LIST,read chapter,4 - 7,1720318981,Kubishime Romanticist: Ningen Shikkaku - Zerozaki Hitoshiki,,2554,87
755435764,MANGA_LIST,read chapter,2 - 3,1720276587,Kubishime Romanticist: Ningen Shikkaku - Zerozaki Hitoshiki,,2554,87
754567351,MANGA_LIST,read chapter,1,1720116833,Kubishime Romanticist: Ningen Shikkaku - Zerozaki Hitoshiki,,2554,87
754567242,MANGA_LIST,read chapter,80 - 82,1720116817,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
753373453,ANIME_LIST,watched episode,2,1719899510,Non Non Biyori,24,101430,78
753284988,ANIME_LIST,watched episode,3,1719882438,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,24,112346,84
752852549,ANIME_LIST,watched episode,2,1719809458,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,24,112346,84
752827847,ANIME_LIST,completed,,1719805308,Kaijuu 8-gou,24,139896,83
752255218,MANGA_LIST,read chapter,79,1719719732,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
751954157,MANGA_LIST,read chapter,78,1719671851,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
751781153,ANIME_LIST,completed,,1719634726,CLANNAD,24,234791,76
751767713,ANIME_LIST,watched episode,19 - 22,1719631936,CLANNAD,24,234791,76
751755899,ANIME_LIST,paused watching,1,1719629452,Aoi Bungaku Series,22,41999,73
751711416,ANIME_LIST,rewatched episode,8 - 9,1719619813,Hibike! Euphonium 2,24,63485,83
751362188,ANIME_LIST,watched episode,1,1719552094,Non Non Biyori,24,101430,78
750890883,ANIME_LIST,watched episode,1,1719463880,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,24,112346,84
750872009,ANIME_LIST,completed,,1719460166,Haikyuu!! 2nd Season,24,325393,86
750872004,ANIME_LIST,watched episode,23 - 24,1719460166,Haikyuu!! 2nd Season,24,325393,86
750814260,ANIME_LIST,watched episode,9 - 11,1719448740,Kaijuu 8-gou,24,139896,83
750427093,ANIME_LIST,completed,,1719378412,Yuru Camp△,24,135728,81
749961558,ANIME_LIST,watched episode,11,1719293682,Yuru Camp△,24,135728,81
749936073,ANIME_LIST,watched episode,20 - 22,1719288648,Haikyuu!! 2nd Season,24,325393,86
749466777,ANIME_LIST,watched episode,8,1719208159,Kaijuu 8-gou,24,139896,83
749386844,ANIME_LIST,watched episode,6,1719193617,Boku no Kokoro no Yabai Yatsu 2nd Season,23,53219,87
749334836,MANGA_LIST,read chapter,77,1719185091,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
749323760,ANIME_LIST,completed,,1719183422,Shinigami Bocchan to Kuro Maid 3rd Season,24,12556,80
749323660,ANIME_LIST,watched episode,12,1719183404,Shinigami Bocchan to Kuro Maid 3rd Season,24,12556,80
748893629,ANIME_LIST,rewatched,,1719114627,"Yahari Ore no Seishun Love Come wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",24,31196,76
748632394,ANIME_LIST,watched episode,15 - 18,1719070341,CLANNAD,24,234791,76
748428814,ANIME_LIST,watched episode,1 - 7,1719026950,Thunderbolt Fantasy: Touriken Yuuki,23,4534,79
748034524,ANIME_LIST,watched episode,1 - 2,1718946309,Shuumatsu Train Doko e Iku?,24,24732,73
747602096,ANIME_LIST,watched episode,10,1718861450,Yuru Camp△,24,135728,81
747592867,ANIME_LIST,watched episode,6 - 7,1718859516,Kaijuu 8-gou,24,139896,83
747582415,ANIME_LIST,rewatched episode,6 - 7,1718857342,Hibike! Euphonium 2,24,63485,83
747144997,ANIME_LIST,watched episode,9,1718774899,Yuru Camp△,24,135728,81
746685891,ANIME_LIST,watched episode,17 - 19,1718688267,Haikyuu!! 2nd Season,24,325393,86
746668155,ANIME_LIST,watched episode,13 - 14,1718684900,CLANNAD,24,234791,76
746183920,ANIME_LIST,watched episode,3,1718602209,GIRLS BAND CRY,24,31165,84
745852843,ANIME_LIST,watched episode,11,1718553673,Shinigami Bocchan to Kuro Maid 3rd Season,24,12556,80
745362930,ANIME_LIST,watched episode,5,1718466942,Kaijuu 8-gou,24,139896,83
745352699,ANIME_LIST,watched episode,11 - 12,1718465276,CLANNAD,24,234791,76
745162785,ANIME_LIST,watched episode,8,1718425509,Yuru Camp△,24,135728,81
745150829,ANIME_LIST,rewatched episode,5,1718422944,Hibike! Euphonium 2,24,63485,83
745150821,ANIME_LIST,watched episode,10,1718422942,CLANNAD,24,234791,76
744741809,ANIME_LIST,watched episode,7,1718341652,Yuru Camp△,24,135728,81
744714440,ANIME_LIST,watched episode,14 - 16,1718336190,Haikyuu!! 2nd Season,24,325393,86
744282578,ANIME_LIST,watched episode,6,1718254858,Yuru Camp△,24,135728,81
744250271,ANIME_LIST,watched episode,5,1718248345,Boku no Kokoro no Yabai Yatsu 2nd Season,23,53219,87
743830163,ANIME_LIST,watched episode,5,1718167945,Yuru Camp△,24,135728,81
743727330,ANIME_LIST,watched episode,10,1718147680,Shinigami Bocchan to Kuro Maid 3rd Season,24,12556,80
743313575,ANIME_LIST,watched episode,3 - 4,1718069410,Kaijuu 8-gou,24,139896,83
742379532,MANGA_LIST,completed,,1717909983,Otohime Diver,,646,52
742376810,MANGA_LIST,read chapter,76,1717909452,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
741916034,ANIME_LIST,watched episode,1 - 2,1717822655,Kaijuu 8-gou,24,139896,83
741508972,ANIME_LIST,watched episode,6 - 9,1717739098,CLANNAD,24,234791,76
741079352,ANIME_LIST,watched episode,5,1717652713,CLANNAD,24,234791,76
741079338,ANIME_LIST,watched episode,2,1717652711,GIRLS BAND CRY,24,31165,84
740640381,ANIME_LIST,watched episode,4,1717566117,Yuru Camp△,24,135728,81
740168457,ANIME_LIST,watched episode,3,1717479308,Yuru Camp△,24,135728,81
740159254,ANIME_LIST,watched episode,3 - 4,1717477522,CLANNAD,24,234791,76
740115285,ANIME_LIST,watched episode,12 - 13,1717468924,Haikyuu!! 2nd Season,24,325393,86
739694449,ANIME_LIST,completed,,1717393065,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,24,121884,65
739694441,ANIME_LIST,watched episode,11,1717393064,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,24,121884,65
739626781,ANIME_LIST,watched episode,3 - 4,1717380459,Boku no Kokoro no Yabai Yatsu 2nd Season,23,53219,87
739612562,ANIME_LIST,watched episode,9,1717378030,Shinigami Bocchan to Kuro Maid 3rd Season,24,12556,80
739094499,ANIME_LIST,rewatched,12,1717292294,Yahari Ore no Seishun Love Come wa Machigatteiru. Kan,24,170963,82
739094415,ANIME_LIST,rewatched episode,10 - 11,1717292278,Yahari Ore no Seishun Love Come wa Machigatteiru. Kan,24,170963,82
738712410,ANIME_LIST,watched episode,1,1717221063,Fruits Basket: 1st Season,24,241119,82
738678150,ANIME_LIST,watched episode,1,1717213482,Ergo Proxy,25,118495,76
738657388,ANIME_LIST,watched episode,1,1717208924,GIRLS BAND CRY,24,31165,84
738646787,ANIME_LIST,rewatched episode,3 - 4,1717206460,Hibike! Euphonium 2,24,63485,83
738284970,ANIME_LIST,watched episode,2,1717132300,Yuru Camp△,24,135728,81
738284963,ANIME_LIST,rewatched episode,2,1717132298,Hibike! Euphonium 2,24,63485,83
738226848,ANIME_LIST,rewatched episode,8 - 9,1717119573,Yahari Ore no Seishun Love Come wa Machigatteiru. Kan,24,170963,82
737841399,ANIME_LIST,completed,,1717043184,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,30,36717,76
737841396,ANIME_LIST,watched episode,5 - 7,1717043183,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,30,36717,76
737425614,ANIME_LIST,watched episode,1,1716960024,Yuru Camp△,24,135728,81
737375418,ANIME_LIST,watched episode,8,1716949816,Shinigami Bocchan to Kuro Maid 3rd Season,24,12556,80
736932805,ANIME_LIST,completed,,1716865491,ARIA The ANIMATION,24,45138,76
736314878,MANGA_LIST,read chapter,5,1716756601,Houkago no Idol ni wa Himitsu ga Aru,,2131,64
735973034,ANIME_LIST,watched episode,12,1716698915,ARIA The ANIMATION,24,45138,76
735943548,ANIME_LIST,watched episode,1,1716692724,Free!,24,157066,71
735933232,ANIME_LIST,watched episode,1,1716690617,The iDOLM@STER: Shiny Colors,24,3918,57
735154918,MANGA_LIST,read chapter,75,1716532786,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
734728178,ANIME_LIST,watched episode,11,1716444713,ARIA The ANIMATION,24,45138,76
734713728,MANGA_LIST,read chapter,69 - 74,1716441220,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
734280693,MANGA_LIST,read chapter,68,1716353875,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
733839399,MANGA_LIST,read chapter,59 - 67,1716269831,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
733283470,ANIME_LIST,watched episode,7,1716168253,Shinigami Bocchan to Kuro Maid 3rd Season,24,12556,80
732859218,ANIME_LIST,rewatched episode,7,1716098489,Yahari Ore no Seishun Love Come wa Machigatteiru. Kan,24,170963,82
732403309,ANIME_LIST,watched episode,10,1716012733,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,24,121884,65
732383493,ANIME_LIST,completed,,1716008322,ChäoS;HEAd,27,42538,56
732383488,ANIME_LIST,watched episode,2 - 11,1716008322,ChäoS;HEAd,27,42538,56
731998955,ANIME_LIST,watched episode,10,1715929010,ARIA The ANIMATION,24,45138,76
731974970,MANGA_LIST,read chapter,53 - 58,1715923518,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
731553540,MANGA_LIST,read chapter,51 - 52,1715836595,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
731547770,ANIME_LIST,watched episode,2,1715835264,MASHLE,24,174052,76
731130693,MANGA_LIST,read chapter,42 - 50,1715750734,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
730689831,ANIME_LIST,watched episode,9,1715663740,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,24,121884,65
730672532,ANIME_LIST,watched episode,6,1715660095,Shinigami Bocchan to Kuro Maid 3rd Season,24,12556,80
730233600,ANIME_LIST,watched episode,9,1715579306,ARIA The ANIMATION,24,45138,76
729716098,ANIME_LIST,watched episode,8,1715493320,ARIA The ANIMATION,24,45138,76
729506200,MANGA_LIST,read chapter,38 - 41,1715454403,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,,12751,86
